CME_num,LASCO_Start,Start_Date,Arrival_Date,PE_duration,Arrival_v,Transit_time,Transit_time_err,LASCO_Date,LASCO_v,LASCO_pa,LASCO_da,LASCO_halo,v_r,v_r_err,Theta_source,Phi_source,source_err,POS_source_angle,rel_wid,Mass,Bz,DST,v_r_stat,Accel.,Analyitic_w,Analyitic_gamma,filename
index,datetime,datetime,datetime,hours,km/s,hours,hours,datetime,km/s,deg,deg,,km/s,km/s,arcsec,arcsec,arcsec,deg,rad,g,nT,,km/s,m/s^2,km/s,km^-1,
73,2001-04-10 05:30:00.000,2001-04-10 06:36:03.240,2001-04-11 22:00:00,33.0,640,39.39888888888889,0.10918,2001-04-10 05:30:00,2411.0,-9999.0,360.0,FH,2916.5,294.76,8.813003460983532,-21.907550868351926,20.0,66.4674360539387,1.1519173063162575,9100000000000000.0,14,-271.0,2517.5969999999998,0,478.23,4.0692e-08,CME_073_param_inv.csv
74,2001-04-11 13:54:14.000,2001-04-11 15:52:35.360,2001-04-13 09:00:00,27.0,730,41.123333333333335,0.24935,2001-04-11 13:31:48,1103.0,-9999.0,360.0,FH,1303.4,168.4,25.878293640918436,-21.029739556969623,44.675729091937534,57.118635939990895,1.1519173063162575,5300000000000000.0,9,-77.0,1174.281,0,477.42,1.8565e-08,CME_074_param_inv.csv
75,2001-04-26 12:30:05.000,2001-04-26 14:31:09.080,2001-04-28 14:00:00,60.0,550,47.480555555555554,0.20748,2001-04-26 12:30:05,1006.0,-9999.0,360.0,FH,1318.2,135.26,-7.311352545593182,3.548689553880577,20.0,81.87715396645211,1.1519173063162575,-9999.0,8,-47.0,1074.6619999999998,0,221.51,1.2476e-08,CME_075_param_inv.csv
76,2001-07-05 03:54:05.000,2001-07-05 10:57:28.400,2001-07-09 02:00:00,50.0,400,87.04194444444444,0.33238,2001-07-05 03:54:05,437.0,281.0,123.0,PH,701.2,47.613,32.365630859228524,-49.179062023449426,20.0,33.514280453459,0.7853981633974483,7000000000000000.0,5,-38.0,490.299,17.616,387.65,2.4824e-07,CME_076_param_inv.csv
78,2001-09-20 19:31:43.000,2001-09-20 21:28:44.800,2001-09-24 00:00:00,22.0,440,74.52083333333333,0.67754,2001-09-20 19:31:43,446.0,306.0,207.0,HH,1022.8,311.38,9.513890782811067,3.132535176952938,20.0,79.98818079320814,1.1519173063162575,1000000000000000.0,7,-73.0,499.542,0,412.8,1.3091e-07,CME_078_param_inv.csv
79,2001-09-27 05:06:05.000,2001-09-27 10:48:46.040,2001-09-29 11:00:00,37.0,560,48.18694444444444,0.86301,2001-09-27 04:54:05,509.0,226.0,182.0,HH,1143.5,131.67,-0.7745043033046445,-4.963416590556062,20.0,84.97666844863639,1.1519173063162575,1.8e+16,12,-66.0,564.2429999999999,63.809,86.058,6.7114e-09,CME_079_param_inv.csv
80,2001-09-28 08:54:34.000,2001-09-28 11:08:01.480,2001-10-01 08:00:00,16.0,490,68.86611111111111,0.22922,2001-09-28 08:54:34,846.0,-9999.0,360.0,FH,1318.1,138.03,7.081317540916213,4.508357140476218,20.0,81.61151359915497,1.1519173063162575,2e+16,9,-148.0,910.3419999999999,0,472.15,2.2114e-07,CME_080_param_inv.csv
81,2001-09-29 11:54:05.000,2001-09-29 14:50:14.960,2001-10-02 04:00:00,8.0,490,61.1625,1.1447,2001-09-29 11:54:05,509.0,114.0,216.0,HH,922.6,379.12,1.6019897626279684,9.88049083136461,20.0,79.99175446001958,1.1519173063162575,1400000000000000.0,8,-104.0,564.2429999999999,0,350.51,2.462e-08,CME_081_param_inv.csv
82,2001-10-09 11:30:05.000,2001-10-09 13:46:50.480,2001-10-12 04:00:00,5.0,560,62.219166666666666,0.16845,2001-10-09 11:30:05,973.0,-9999.0,360.0,FH,1222.6,92.325,-7.751944181733778,-27.60256321884699,20.0,61.412131506052766,1.1519173063162575,1.2e+16,22,-71.0,1040.771,0,546.47,3.2335e-07,CME_082_param_inv.csv
83,2001-10-19 16:50:05.000,2001-10-19 19:28:29.000,2001-10-21 20:00:00,86.0,460,48.52527777777778,0.28576,2001-10-19 16:50:05,901.0,-9999.0,360.0,FH,1100.1,296.02,28.046679444871803,15.081682474053508,20.0,58.44800290168344,1.1519173063162575,9000000000000000.0,9,-187.0,966.8269999999999,-22.252,0,0,CME_083_param_inv.csv
84,2001-10-22 18:26:06.000,2001-10-22 22:03:16.560,2001-10-27 03:00:00,33.0,420,100.94527777777778,0.34574,2001-10-22 18:26:06,618.0,131.0,106.0,PH,810.11,80.777,30.59475892068466,13.848825352910787,20.0,56.695686879414026,0.7853981633974483,1000000000000000.0,10,-27.0,676.1859999999999,0,0,0,CME_084_param_inv.csv
85,2001-10-25 15:26:05.000,2001-10-25 17:45:20.960,2001-10-29 22:00:00,39.0,360,100.24416666666667,0.26414,2001-10-25 15:26:05,1092.0,-9999.0,360.0,FH,1343.1,309.21,19.59822935316882,-15.37805832258301,20.0,65.27681243882238,1.1519173063162575,4200000000000000.0,5,-157.0,1162.984,2.3408,357.44,1.0816e-06,CME_085_param_inv.csv
86,2001-11-04 16:35:06.000,2001-11-04 17:51:48.960,2001-11-06 12:00:00,63.0,600,42.13638888888889,0.2071,2001-11-04 16:35:06,1810.0,-9999.0,360.0,FH,2122.8,480.78,17.23406959216031,5.923826831317642,20.0,71.8055122047157,1.1519173063162575,1.7e+16,7,-292.0,1900.37,-60.378,400.79,2.9264e-08,CME_086_param_inv.csv
87,2001-11-17 05:30:06.000,2001-11-17 06:49:49.680,2001-11-19 22:00:00,39.0,430,63.169444444444444,0.16523,2001-11-17 05:30:06,1379.0,-9999.0,360.0,FH,1826.3,224.01,-11.525992300085557,6.79817543693959,20.0,76.64193103392915,1.1519173063162575,1.3e+16,6,-47.0,1457.733,0,354.06,5.4916e-08,CME_087_param_inv.csv
88,2001-11-22 23:30:05.000,2001-11-23 01:02:57.440,2001-11-24 14:00:00,30.0,720,36.95055555555555,0.12382,2001-11-22 23:30:05,1437.0,-9999.0,360.0,FH,1770.0,143.16,21.357319433253657,-18.187308738650632,20.0,62.22684228193359,1.1519173063162575,1.8e+16,14,-221.0,1517.299,0,388.27,1.7221e-08,CME_088_param_inv.csv
89,2001-12-26 05:30:05.000,2001-12-26 06:56:45.920,2001-12-30 00:00:00,18.0,400,89.05388888888889,0.49105,2001-12-26 05:30:05,1446.0,281.0,212.0,HH,1989.6,684.9,-8.154588863016246,-9.821677076041773,60.57711723312497,77.25993867761842,1.1519173063162575,4800000000000000.0,16,-58.0,1526.542,0,396.12,8.0158e-07,CME_089_param_inv.csv
90,2002-03-15 23:06:06.000,2002-03-16 01:07:01.440,2002-03-19 05:00:00,35.0,380,75.88277777777778,0.2375,2002-03-15 23:06:06,957.0,-9999.0,360.0,FH,1329.1,385.83,3.0541084432013714,-7.616199909575319,20.0,81.79761830569367,1.1519173063162575,-9999.0,15,-37.0,1024.339,-10.046,326.32,6.4547e-08,CME_090_param_inv.csv
91,2002-03-20 17:54:05.000,2002-03-20 20:09:22.640,2002-03-24 12:00:00,32.0,450,87.84361111111112,0.81989,2002-03-20 17:54:05,603.0,-9999.0,360.0,FH,1184.6,441.43,10.709052261846729,-8.10182052724341,32.203987316394226,76.60014436239942,1.1519173063162575,-9999.0,15,-100.0,660.781,0,0,0,CME_091_param_inv.csv
92,2002-04-15 04:06:06.000,2002-04-15 06:22:55.800,2002-04-17 16:00:00,47.0,480,57.617777777777775,0.29865,2002-04-15 03:50:05,720.0,-9999.0,360.0,FH,1156.1,149.64,0.8355712515286956,-14.55858762000481,20.791545184923066,75.41797127718844,1.1519173063162575,1900000000000000.0,14,-127.0,780.9399999999999,0,317.11,2.3851e-08,CME_092_param_inv.csv
93,2002-04-17 08:26:05.000,2002-04-17 10:13:16.040,2002-04-20 00:00:00,42.0,500,61.77861111111111,0.26203,2002-04-17 08:26:05,1240.0,-9999.0,360.0,FH,1632.3,441.18,-6.300972712841092,-9.861851389357636,20.0,78.31388828820283,1.1519173063162575,-9999.0,8,-149.0,1314.9799999999998,-9.1891,456.93,1.0058e-07,CME_093_param_inv.csv
94,2002-05-08 13:50:05.000,2002-05-08 16:59:55.400,2002-05-11 15:00:00,9.0,430,70.00111111111111,1.8285,2002-05-08 13:50:05,614.0,-9999.0,360.0,FH,951.58,564.94,-18.05688719260673,2.39489670919409,20.0,71.79023535641275,1.1519173063162575,580000000000000.0,15,-110.0,672.078,0,353.76,4.541e-08,CME_094_param_inv.csv
95,2002-05-16 00:50:05.000,2002-05-16 04:07:46.640,2002-05-20 10:00:00,36.0,420,101.87027777777777,0.44801,2002-05-16 00:50:05,600.0,-9999.0,360.0,FH,886.18,179.8,-21.470252371845355,-8.715761477981527,20.0,66.90581223650868,0.7853981633974483,4200000000000000.0,7,-36.0,657.6999999999999,-11.583,0,0,CME_095_param_inv.csv
96,2002-05-22 03:50:05.000,2002-05-22 05:20:42.080,2002-05-23 20:00:00,46.0,590,38.65472222222222,0.20369,2002-05-22 03:50:05,1557.0,-9999.0,360.0,FH,1856.7,413.59,-27.15038251797203,2.2902195308941016,20.0,62.760511375121084,1.1519173063162575,-9999.0,11,-109.0,1640.5389999999998,-3.3949,104.21,1.0692e-08,CME_096_param_inv.csv
97,2002-07-15 20:30:05.000,2002-07-15 22:22:30.680,2002-07-18 12:00:00,21.0,460,61.624722222222225,0.52341,2002-07-15 20:30:05,1151.0,-9999.0,360.0,FH,1485.8,409.74,9.933113242891904,-4.360932768907705,84.64569020273838,79.16055871391528,1.1519173063162575,-9999.0,6,-17.0,1223.577,0,380.21,5.2418e-08,CME_097_param_inv.csv
98,2002-08-16 12:30:05.000,2002-08-16 13:54:36.680,2002-08-19 12:00:00,50.0,460,70.08972222222222,0.12577,2002-08-16 12:30:05,1585.0,-9999.0,360.0,FH,2100.6,189.86,33.79784425194685,-3.4879992500093753,20.0,56.04392378226611,1.1519173063162575,-9999.0,8,-106.0,1669.2949999999998,0,438.56,1.825e-07,CME_098_param_inv.csv
99,2002-09-05 16:54:06.000,2002-09-05 18:03:57.120,2002-09-08 04:00:00,16.0,470,57.93388888888889,0.27145,2002-09-05 16:54:06,1748.0,-9999.0,360.0,FH,2389.6,578.81,7.728490572326977,-2.764667392584527,32.290591407028074,81.7947253224248,1.1519173063162575,-9999.0,11,-181.0,1836.696,0,398.71,6.4849e-08,CME_099_param_inv.csv
100,2002-09-17 08:06:05.000,2002-09-17 10:47:35.120,2002-09-19 20:00:00,25.0,520,57.20666666666666,0.27944,2002-09-17 08:06:05,960.0,210.0,249.0,HH,1243.2,277.55,31.275258494830112,1.6447522249555002,20.0,58.68590068003916,1.1519173063162575,1.4e+16,5,-40.0,1027.42,14.877,429.56,4.7723e-08,CME_0100_param_inv.csv
101,2003-05-28 00:50:05.000,2003-05-28 02:31:25.760,2003-05-30 02:00:00,14.0,600,47.47611111111111,0.26104,2003-05-28 00:50:05,1366.0,-9999.0,360.0,FH,1744.5,427.11,-18.275496760081,-2.1893806404839875,20.0,71.59827507412449,1.1519173063162575,1.3e+16,20,-144.0,1444.3819999999998,53.314,486.1,4.672e-08,CME_0101_param_inv.csv
102,2003-05-29 01:27:12.000,2003-05-29 02:52:27.960,2003-05-30 22:00:00,27.0,680,43.12555555555555,0.1754,2003-05-29 01:27:12,1237.0,-9999.0,360.0,FH,1770.5,210.96,-1.6807485850283008,-5.943568608627829,20.0,83.82417755602741,1.1519173063162575,3900000000000000.0,7,-63.0,1311.899,0,561.88,4.9199e-08,CME_0102_param_inv.csv
103,2003-06-14 01:54:05.000,2003-06-14 05:01:34.280,2003-06-17 10:00:00,22.0,480,76.97361111111111,0.16375,2003-06-14 01:54:05,875.0,26.0,195.0,HH,993.26,214.69,45.78236969075773,-5.268585085372866,20.0,43.98255743864299,1.1519173063162575,4400000000000000.0,10,-141.0,940.1249999999999,1.688,478.97,3.5029e-06,CME_0103_param_inv.csv
104,2003-08-14 20:06:05.000,2003-08-15 01:15:31.640,2003-08-18 01:00:00,38.0,450,71.74111111111111,0.65497,2003-08-14 20:06:05,378.0,-9999.0,360.0,FH,606.2,81.618,26.32773417109715,-17.882210463158952,20.0,58.53649184178578,0.7853981633974483,-9999.0,18,-148.0,429.70599999999996,0,0,0,CME_0104_param_inv.csv
105,2003-10-22 08:54:05.000,2003-10-22 12:31:19.880,2003-10-24 21:00:00,15.0,560,56.477777777777774,0.70653,2003-10-22 08:30:32,719.0,286.0,267.0,HH,1320.5,353.25,-28.16110381493643,-4.002714921417977,38.34039064596886,61.57892205101543,1.1519173063162575,-9999.0,21,-36.0,779.9129999999999,75.884,507.28,8.7245e-08,CME_0105_param_inv.csv
106,2003-10-26 17:54:05.000,2003-10-26 19:41:17.840,2003-10-28 02:30:00,6.5,610,30.811666666666667,0.28143,2003-10-26 17:54:05,1537.0,270.0,171.0,PH,2014.8,378.38,-21.131767941068627,-12.795067064431187,20.0,65.44903574591362,1.1519173063162575,-9999.0,19,-32.0,1619.9989999999998,79.212,0,0,CME_0106_param_inv.csv
107,2003-10-28 11:30:05.000,2003-10-28 12:16:06.812,2003-10-29 11:00:00,16.0,1300,22.73138888888889,0.10996,2003-10-28 11:30:05,2459.0,-9999.0,360.0,FH,3173.4,456.6,-11.11873709635192,-15.75003448085377,20.0,70.80228006991035,1.1519173063162575,-9999.0,32,-353.0,2566.8929999999996,0,1067.3,4.6709e-08,CME_0107_param_inv.csv
108,2003-10-29 20:54:05.000,2003-10-29 22:01:29.600,2003-10-31 02:00:00,46.0,800,27.975,0.13046,2003-10-29 20:54:05,2029.0,-9999.0,360.0,FH,2792.4,333.3,1.7134607534633117,-14.507532986768963,20.0,75.39378748377926,1.1519173063162575,-9999.0,9,-383.0,2125.283,0,219.81,1.3255e-08,CME_0108_param_inv.csv
109,2003-11-18 08:50:05.000,2003-11-18 09:59:37.400,2003-11-20 10:00:00,22.0,580,48.00611111111111,0.28949,2003-11-18 08:50:05,1660.0,-9999.0,360.0,FH,2056.2,502.69,-20.025447075882074,0.368598006699888,58.50972011678022,69.97130016192988,1.1519173063162575,-9999.0,28,-422.0,1746.32,0,476.59,5.2293e-08,CME_0109_param_inv.csv
110,2004-01-20 00:06:05.000,2004-01-20 03:04:58.760,2004-01-22 08:00:00,33.0,560,52.91694444444445,0.23764,2004-01-20 00:06:05,965.0,-9999.0,360.0,FH,1369.4,216.81,32.47519409676506,-1.3040289828502853,20.0,57.50149859943251,1.1519173063162575,-9999.0,12,-130.0,1032.5549999999998,52.505,462.63,4.8123e-08,CME_0110_param_inv.csv
111,2004-01-21 04:54:05.000,2004-01-21 06:50:53.840,2004-01-23 23:00:00,29.0,490,64.15166666666667,0.32225,2004-01-21 04:54:05,762.0,-9999.0,360.0,FH,1324.1,223.85,10.574445127743612,-3.015161841907905,20.0,79.00879373510753,1.1519173063162575,-9999.0,10,-81.0,824.074,0,447.72,9.7475e-08,CME_0111_param_inv.csv
112,2004-07-20 13:31:52.000,2004-07-20 16:25:41.920,2004-07-22 18:00:00,38.0,560,49.571666666666665,0.51345,2004-07-20 13:31:52,710.0,-9999.0,360.0,FH,1208.3,337.63,8.276068323291922,7.454972525686858,20.0,78.8787398734189,1.1519173063162575,-9999.0,11,-99.0,770.67,34.217,307.68,1.5986e-08,CME_0112_param_inv.csv
113,2004-07-22 07:31:49.000,2004-07-22 10:04:29.200,2004-07-24 14:00:00,25.0,560,51.925,0.41733,2004-07-22 07:31:49,700.0,66.0,151.0,PH,1037.5,178.53,26.998650067496623,9.99950002499875,20.0,61.340096474947714,1.1519173063162575,-9999.0,20,-136.0,760.4,0,295.22,1.2997e-08,CME_0113_param_inv.csv
114,2004-07-23 16:30:06.000,2004-07-23 19:10:13.320,2004-07-25 20:00:00,26.0,640,48.82944444444445,2.0423,2004-07-23 16:06:06,824.0,-9999.0,360.0,FH,1054.7,838.79,36.20446168345792,-1.3823505162370942,83.25312344212571,53.77276488947724,1.1519173063162575,-9999.0,6,0,887.7479999999999,0,473.79,2.4433e-08,CME_0114_param_inv.csv
115,2004-07-25 15:06:05.000,2004-07-25 17:12:47.120,2004-07-27 02:00:00,20.0,870,32.78666666666667,0.14987,2004-07-25 14:54:05,1333.0,-9999.0,360.0,FH,1575.9,248.41,48.37982533915537,-5.604681643945202,20.0,41.37727296049038,1.1519173063162575,-9999.0,16,-170.0,1410.491,37.865,202.36,6.5215e-09,CME_0115_param_inv.csv
116,2004-09-12 00:36:06.000,2004-09-12 02:58:54.720,2004-09-14 15:00:00,45.0,550,60.018055555555556,0.089992,2004-09-12 00:36:06,1328.0,-9999.0,360.0,FH,1716.6,76.012,54.49727513624319,-8.499575021248937,20.0,35.05506032977863,1.1519173063162575,-9999.0,6,-38.0,1405.356,67.365,525.58,1.8562e-07,CME_0116_param_inv.csv
117,2004-09-14 10:12:05.000,2004-09-14 13:23:08.480,2004-09-18 12:00:00,36.0,400,94.61416666666666,1.1595,2004-09-14 10:12:05,462.0,-9999.0,360.0,FH,860.8,328.81,-15.996999933730184,2.9626381164134457,inf,73.73802202897821,0.7853981633974483,-9999.0,6,-33.0,515.9739999999999,0,0,0,CME_0117_param_inv.csv
118,2004-11-04 23:30:05.000,2004-11-05 01:39:34.880,2004-11-07 22:00:00,36.0,630,68.34027777777777,0.22692,2004-11-04 23:30:05,1055.0,338.0,293.0,FH,1366.0,315.66,-4.353199695007626,-9.289444013899654,20.0,79.74925779777418,1.1519173063162575,-9999.0,18,-374.0,1124.985,-7.2321,0,0,CME_0118_param_inv.csv
119,2004-11-07 16:54:05.000,2004-11-07 18:03:16.520,2004-11-09 20:00:00,51.0,640,49.945277777777775,0.12433,2004-11-07 16:54:05,1759.0,-9999.0,360.0,FH,2187.7,238.47,18.639695676810774,0.04433155561481348,20.0,71.36025347854127,1.1519173063162575,-9999.0,14,-263.0,1847.993,0,601.6,1.4131e-07,CME_0119_param_inv.csv
120,2004-11-10 02:26:05.000,2004-11-10 03:00:17.720,2004-11-12 08:00:00,39.0,520,52.995,0.069105,2004-11-10 02:26:05,3387.0,-9999.0,360.0,FH,4236.6,495.08,2.6285215739213044,-4.444080845957702,20.0,84.83810913689211,1.1519173063162575,-9999.0,7,-92.0,3519.9489999999996,0,463.28,9.1028e-08,CME_0120_param_inv.csv
121,2005-01-05 15:30:06.000,2005-01-05 18:07:08.640,2005-01-08 21:00:00,21.0,460,74.88083333333333,0.46771,2005-01-05 15:30:06,735.0,-9999.0,360.0,FH,1225.4,358.99,10.680850153746158,-1.486101822454438,20.0,79.21744855927246,1.1519173063162575,4500000000000000.0,9,0,796.3449999999999,29.377,447.95,3.032e-07,CME_0121_param_inv.csv
122,2005-01-13 17:54:05.000,2005-01-13 20:33:41.000,2005-01-16 14:00:00,17.0,520,65.43861111111111,1.5331,2005-01-13 17:54:05,495.0,-9999.0,360.0,FH,1043.7,628.74,-8.177112762907903,1.2303472550914971,20.0,81.73146713889078,1.1519173063162575,420000000000000.0,8,-65.0,549.865,0,498.45,1.8923e-07,CME_0122_param_inv.csv
123,2005-01-17 09:30:05.000,2005-01-17 10:23:55.244,2005-01-18 23:00:00,28.0,800,36.60111111111111,0.1216,2005-01-17 09:30:05,2094.0,-9999.0,360.0,FH,2882.4,387.08,5.380614484637885,-2.3056803079923,20.0,84.14751887469284,1.1519173063162575,3.2e+16,12,-80.0,2192.038,0,701.69,7.3721e-08,CME_0123_param_inv.csv
124,2005-01-20 06:54:05.000,2005-01-20 09:38:45.200,2005-01-21 19:00:00,22.0,810,33.35388888888889,0.32564,2005-01-20 06:54:05,882.0,-9999.0,360.0,FH,1041.4,127.38,43.323131062297925,-0.23983887203759888,20.0,46.67633668341755,1.1519173063162575,-9999.0,19,-97.0,947.314,0,0,0,CME_0124_param_inv.csv
125,2005-02-17 00:06:05.000,2005-02-17 02:13:40.040,2005-02-20 12:00:00,43.0,410,81.77194444444444,0.21406,2005-02-17 00:06:05,1135.0,-9999.0,360.0,FH,1373.9,143.31,25.902906745480614,-5.557214064288176,22.43208999333255,63.54799239490534,1.1519173063162575,-9999.0,5,-43.0,1207.145,0,395.75,2.3498e-07,CME_0125_param_inv.csv
126,2005-05-13 17:12:05.000,2005-05-13 18:23:43.400,2005-05-15 06:00:00,90.0,630,35.60444444444445,0.42152,2005-05-13 17:12:05,1689.0,-9999.0,360.0,FH,2264.8,820.51,-10.694062718745627,-1.898144997100058,20.0,79.14071859305429,1.1519173063162575,-9999.0,15,-247.0,1776.1029999999998,0,207.02,1.4653e-08,CME_0126_param_inv.csv
127,2005-05-16 13:50:07.000,2005-05-16 19:09:22.960,2005-05-20 03:00:00,47.0,430,79.84361111111112,0.72682,2005-05-16 13:50:07,405.0,331.0,140.0,PH,614.04,137.07,27.75091598168037,-2.1987772644547103,20.0,62.16901322254801,0.7853981633974483,4300000000000000.0,10,-83.0,457.43499999999995,2.3815,401.03,1.0374e-07,CME_0127_param_inv.csv
128,2005-05-26 15:06:05.000,2005-05-26 17:45:01.040,2005-05-30 01:00:00,22.0,460,79.24944444444445,0.31735,2005-05-26 15:06:05,586.0,-9999.0,360.0,FH,1013.2,118.74,-12.115736085278295,4.009179276414472,20.0,77.24758030191904,1.1519173063162575,-9999.0,15,-113.0,643.322,0,457.39,1.3386e-06,CME_0128_param_inv.csv
129,2005-05-26 22:26:05.000,2005-05-27 01:43:20.360,2005-05-31 04:00:00,23.0,460,98.2775,0.60588,2005-05-26 21:26:10,420.0,144.0,199.0,HH,810.04,151.65,-14.030070496475178,2.0724060796960155,20.0,75.82073521076492,0.7853981633974483,1300000000000000.0,4,0,472.84,0,0,0,CME_0129_param_inv.csv
130,2005-07-07 17:06:07.000,2005-07-07 20:50:48.640,2005-07-10 10:00:00,42.0,430,61.153055555555554,0.41497,2005-07-07 17:06:07,683.0,-9999.0,360.0,FH,858.0,99.42,37.21204700705987,-2.542901341973161,28.043081818334848,52.71371779549309,0.7853981633974483,-9999.0,12,-92.0,742.9409999999999,0,0,0,CME_0130_param_inv.csv
131,2005-08-05 08:54:05.000,2005-08-05 12:11:29.000,2005-08-09 00:00:00,19.0,480,83.8086111111111,0.56507,2005-08-05 08:54:05,494.0,23.0,233.0,HH,871.48,155.74,12.326798489969564,13.47626875978163,20.0,71.81377536057762,0.7853981633974483,2900000000000000.0,6,-23.0,548.838,0,0,0,CME_0131_param_inv.csv
132,2005-08-22 01:31:48.000,2005-08-22 03:20:16.080,2005-08-24 14:00:00,9.0,660,58.661944444444444,0.16404,2005-08-22 01:31:48,1194.0,-9999.0,360.0,FH,1593.9,148.09,34.992346588447056,-2.7589397020099335,20.0,54.91289189198935,1.1519173063162575,5300000000000000.0,20,-216.0,1267.7379999999998,0,0,0,CME_0132_param_inv.csv
133,2005-08-31 11:30:05.000,2005-08-31 14:20:55.280,2005-09-02 18:00:00,10.0,650,51.65111111111111,0.4603,2005-08-31 11:30:05,825.0,-9999.0,360.0,FH,1621.3,376.98,12.80995996350795,12.881539931928598,20.0,71.91006325416629,1.1519173063162575,2400000000000000.0,10,-60.0,888.775,96.721,622.92,1.932e-07,CME_0133_param_inv.csv
134,2005-09-09 19:48:05.000,2005-09-09 20:55:48.320,2005-09-11 05:00:00,26.0,900,32.069722222222225,0.4321,2005-09-09 19:48:05,2257.0,-9999.0,360.0,FH,2586.4,647.45,-31.46270472952705,-5.112530746925307,20.0,58.16673365036301,1.1519173063162575,1.6e+17,10,-139.0,2359.439,-121.0,743.78,5.0744e-08,CME_0134_param_inv.csv
135,2006-04-10 06:06:04.000,2006-04-10 13:57:40.000,2006-04-13 15:00:00,16.0,520,73.03888888888889,1.6861,2006-04-10 06:06:04,183.0,232.0,251.0,HH,319.46,73.803,21.757411471378862,-11.984118750941205,20.0,65.30154305272694,0.5585053606381855,3000000000000000.0,18,-98.0,229.44099999999997,0,522.44,1.5406e-06,CME_0135_param_inv.csv
136,2006-07-06 08:54:04.000,2006-07-06 11:44:37.720,2006-07-10 21:00:00,22.0,380,105.25611111111111,0.27254,2006-07-06 08:54:04,911.0,-9999.0,360.0,FH,1139.1,218.33,-19.57509274536273,-6.09309994500275,20.0,69.53409689087978,1.1519173063162575,-9999.0,8,-27.0,977.0969999999999,1.3886,0,0,CME_0136_param_inv.csv
137,2006-08-16 16:30:04.000,2006-08-16 18:23:25.840,2006-08-20 13:00:00,27.0,400,90.60944444444445,0.2332,2006-08-16 16:30:04,888.0,-9999.0,360.0,FH,1373.7,167.74,9.634407659234077,-14.068122187781222,20.0,73.00419117301703,1.1519173063162575,1e+16,8,-79.0,953.4759999999999,0,397.53,1.2387e-06,CME_0137_param_inv.csv
138,2006-08-26 20:57:06.000,2006-08-26 23:16:20.880,2006-08-30 20:00:00,35.0,400,92.72749999999999,0.27371,2006-08-26 20:57:06,786.0,164.0,208.0,HH,1291.5,156.52,-6.024735226477352,-7.588754324567543,20.0,80.32146856751422,1.1519173063162575,7400000000000000.0,8,-35.0,848.722,0,0,0,CME_0138_param_inv.csv
139,2006-12-13 02:54:04.000,2006-12-13 04:04:10.600,2006-12-14 22:00:00,15.0,740,41.930277777777775,0.15376,2006-12-13 02:54:04,1774.0,-9999.0,360.0,FH,2234.5,302.88,22.306278372162783,-6.239857514248575,20.0,66.88037522577672,1.1519173063162575,4700000000000000.0,13,-162.0,1863.398,0,674.66,9.7146e-08,CME_0139_param_inv.csv
140,2006-12-14 22:30:04.000,2006-12-15 01:00:50.440,2006-12-17 00:00:00,17.0,580,46.98583333333333,0.081841,2006-12-14 22:30:04,1042.0,-9999.0,360.0,FH,1194.4,74.221,31.286893008043297,197.537668119028,20.0,-54.573133160101854,1.1519173063162575,7500000000000000.0,4,-56.0,1111.634,-11.511,175.82,8.8225e-09,CME_0140_param_inv.csv
141,2007-11-15 18:50:04.000,2007-11-16 15:44:58.000,2007-11-19 23:00:00,13.0,460,79.25055555555555,0.5826,2007-11-15 18:50:04,125.0,279.0,199.0,HH,234.24,19.566,62.57378601609237,-395.0753362380551,20.0,22.145417208697754,0.5585053606381855,380000000000000.0,18,-59.0,169.875,1.9549,0,0,CME_0141_param_inv.csv
142,2008-12-12 08:54:04.000,2008-12-12 21:38:06.400,2008-12-17 03:00:00,11.0,350,101.36472222222223,0.22146,2008-12-12 08:54:04,203.0,297.0,184.0,HH,422.42,18.229,72.99270072992701,-24.997500249975,20.0,15.372571558385774,0.5585053606381855,810000000000000.0,9,-15.0,249.981,6.8798,331.25,1.1609e-07,CME_0142_param_inv.csv
143,2010-02-07 03:54:03.000,2010-02-07 08:51:53.040,2010-02-11 08:00:00,19.0,360,95.135,0.46657,2010-02-07 03:54:03,421.0,-9999.0,360.0,FH,614.4,59.949,18.70376687443752,22.88480117329422,20.0,60.76625618917339,0.7853981633974483,-9999.0,7,-7.0,473.86699999999996,0,343.46,1.6574e-07,CME_0143_param_inv.csv
144,2010-04-03 10:33:58.000,2010-04-03 13:24:56.920,2010-04-05 12:00:00,26.0,640,46.58416666666667,0.28458,2010-04-03 10:33:58,668.0,-9999.0,360.0,FH,953.76,96.071,3.3725772711364432,-23.814259287035647,20.0,65.96189645916338,1.1519173063162575,-9999.0,9,-81.0,727.536,0,0,0,CME_0144_param_inv.csv
145,2010-04-08 04:54:07.000,2010-04-08 19:21:21.400,2010-04-12 01:00:00,14.0,410,77.6438888888889,0.066438,2010-04-08 04:54:07,264.0,249.0,160.0,PH,164.99,17.949,-238.91196636353365,-622.3869509981344,20.0,3.9225384188666936,0.5585053606381855,1300000000000000.0,11,-67.0,312.628,-2.5652,0,0,CME_0145_param_inv.csv
